member_id,first_name,last_name,date_of_birth,gender,phone,email,address,city,state,country,membership_type,join_date,member_status,last_modified
MEM000459,Angelica,Blankenship,28-04-1975,M,(691) 796-7839,smithsarah@example.com,148 Denise Loaf,Miami,FL,USA,Basic,19-03-2024,Active,12-10-2025
MEM000462,Cindy,Graham,03-07-2003,F,(957) 775-4675,marythompson@example.com,9688 Bell Cliffs,Miami,FL,USA,Basic,14-01-2023,Active,12-10-2025
MEM000465,Jennifer,Adams,30-12-1963,M,(848) 921-7025,scottrodriguez@example.org,9191 Frank Wall Suite 896,Miami,FL,USA,Family,24-03-2024,Active,12-10-2025
MEM000002,Matthew,Martin,25-05-1978,M,(496) 281-4814,cdavis@example.net,513 Mitchell River,Boston,MA,USA,Premium,15-03-2024,Active,12-10-2025
MEM000003,Kyle,Douglas,04-01-1990,M,(414) 886-5374,holtcrystal@example.com,6466 Hawkins Ways Suite 508,Boston,MA,USA,Premium,29-04-2023,Active,12-10-2025
MEM000007,Andrew,Barnes,23-09-1997,O,(341) 721-9085,davenportryan@example.org,095 Jennifer Forges Apt. 882,Boston,MA,USA,Premium,29-10-2023,Active,12-10-2025
MEM000016,Jessica,Lynch,16-01-1960,F,(323) 453-4681,stephenbrown@example.org,993 Reynolds Square,Boston,MA,USA,Senior,03-06-2025,Active,12-10-2025
MEM000019,Jared,Medina,28-08-1981,M,(684) 616-4119,finleyangela@example.com,99151 Kathleen Island Suite 815,Boston,MA,USA,Family,05-05-2024,Active,12-10-2025
MEM000020,Adriana,Martin,27-07-1988,F,(255) 889-2612,turnermanuel@example.com,481 Sarah Drives,Boston,MA,USA,Basic,03-04-2023,Active,12-10-2025
MEM000025,Charles,Monroe,05-10-2001,F,(755) 262-6138,shirley65@example.org,83360 Barker Underpass Apt. 463,Boston,MA,USA,Student,22-03-2023,Inactive,12-10-2025
MEM000026,Margaret,Aguilar,22-06-1987,M,(720) 282-4044,sjackson@example.org,009 Schmidt Ports,Boston,MA,USA,Premium,12-09-2023,Inactive,12-10-2025
MEM000030,Amy,Gilmore,11-03-1960,M,(471) 335-6718,coxtommy@example.org,994 Nelson Haven Apt. 252,Boston,MA,USA,Basic,31-12-2023,Active,12-10-2025
MEM000031,Daniel,Wade,29-01-1999,F,(826) 869-9666,rosschristopher@example.com,378 Wilson Radial,Boston,MA,USA,Basic,06-04-2025,Inactive,12-10-2025
MEM000035,Amy,Smith,17-08-1985,M,(907) 352-9938,mccartyjoseph@example.org,99332 Paula Walks Apt. 838,Boston,MA,USA,Premium,03-11-2024,Active,12-10-2025
MEM000040,Scott,Ruiz,26-01-1970,F,(608) 536-5564,ronaldrodriguez@example.org,969 Brooks Extension,Boston,MA,USA,Family,07-12-2023,Active,12-10-2025
MEM000043,Joshua,Mcdonald,16-06-1946,M,(245) 925-8144,tyler96@example.org,0249 Kevin Drive Suite 481,Boston,MA,USA,Senior,22-10-2024,Inactive,12-10-2025
MEM000051,Lisa,Davis,18-06-2005,M,(871) 904-1090,davidday@example.org,7183 Reyes Loop Apt. 484,Boston,MA,USA,Basic,29-03-2024,Active,12-10-2025
MEM000060,Leah,Hansen,07-10-1966,F,(806) 777-1444,washingtonholly@example.net,762 Joshua Loop Apt. 544,Boston,MA,USA,Family,27-06-2025,Active,12-10-2025
MEM000062,Kathryn,Murphy,07-03-1990,F,(681) 219-9837,humphreyadam@example.net,9904 Sherry Mall Suite 225,Boston,MA,USA,Family,07-04-2025,Active,12-10-2025
MEM000063,William,Huynh,12-10-1994,M,(231) 453-4266,qshea@example.org,9609 Brown Freeway,Boston,MA,USA,Basic,29-02-2024,Inactive,12-10-2025
MEM000124,Laura,Washington,14-08-1952,F,(757) 860-6876,anewman@example.net,9828 Armstrong Alley Apt. 877,Boston,MA,USA,Basic,21-02-2025,Active,12-10-2025
MEM000135,Francis,Griffin,08-05-1991,F,(685) 268-2494,phillipskristi@example.org,51495 Smith Park,Boston,MA,USA,Basic,05-10-2024,Inactive,12-10-2025
MEM000136,Elizabeth,Yoder,14-11-1994,M,(261) 800-6400,kaylajones@example.com,863 Kidd Burg Apt. 275,Boston,MA,USA,Premium,18-02-2025,Active,12-10-2025
MEM000142,Samantha,Alvarado,21-12-1994,F,(995) 781-2391,gonzalezjames@example.com,964 Silva View Suite 046,Boston,MA,USA,Basic,14-04-2024,Active,12-10-2025
MEM000159,Hannah,Wilson,13-12-1991,M,(846) 862-6482,hannah32@example.org,01374 Briggs Brook Suite 706,Boston,MA,USA,Premium,06-05-2025,Active,12-10-2025
MEM000162,Chad,Powell,26-04-1987,F,(536) 330-9624,kristy75@example.org,92582 Rivera Rapid,Boston,MA,USA,Basic,19-03-2025,Active,12-10-2025
MEM000169,Stephanie,Jefferson,07-05-1976,M,(728) 327-5670,jhouse@example.net,296 West Rest,Boston,MA,USA,Family,17-06-2024,Active,12-10-2025
MEM000170,Maureen,Hernandez,02-11-1993,M,(427) 661-6727,jonathancarr@example.net,41086 Wilkinson Vista Suite 932,Boston,MA,USA,Family,17-08-2025,Active,12-10-2025
MEM000174,Diamond,Lozano,06-09-1981,M,(854) 837-8489,psanchez@example.net,5987 Smith Shoals,Boston,MA,USA,Basic,09-07-2024,Active,12-10-2025
MEM000177,Rhonda,Torres,25-02-1956,F,(220) 599-8702,hernandezrobert@example.com,1961 King Oval Apt. 947,Boston,MA,USA,Senior,11-08-2023,Active,12-10-2025
MEM000184,Ronald,Duncan,29-10-1974,F,(758) 500-6262,morgan25@example.org,78651 Boyer Course Suite 177,Boston,MA,USA,Basic,10-01-2025,Active,12-10-2025
MEM000186,Daniel,Larsen,09-11-2000,O,(481) 854-1939,colemandavid@example.org,76107 Cole Forge Apt. 792,Boston,MA,USA,Basic,10-09-2025,Active,12-10-2025
MEM000187,Keith,Crosby,23-11-1989,F,(346) 822-8179,hkeith@example.net,1750 Yates Way Apt. 443,Boston,MA,USA,Family,05-03-2024,Active,12-10-2025
MEM000192,Sheryl,Camacho,21-09-1964,F,(527) 883-6692,michaelduncan@example.com,868 Harmon Field Apt. 695,Boston,MA,USA,Premium,12-02-2024,Active,12-10-2025
MEM000207,Linda,Kline,08-01-2003,F,(515) 709-1379,jennifer31@example.com,013 James Cliffs Apt. 588,Boston,MA,USA,Student,23-05-2024,Inactive,12-10-2025
MEM000218,Michael,Moore,12-03-2002,F,(351) 897-4968,alucero@example.org,3754 Lewis Crescent Suite 266,Boston,MA,USA,Basic,10-11-2024,Active,12-10-2025
MEM000486,Bradley,Chandler,14-05-2004,F,(398) 525-8960,lorraine77@example.net,1638 Kayla Mill,Chicago,IL,USA,Basic,30-07-2023,Active,12-10-2025
MEM000487,Heather,Hamilton,10-09-1978,F,(573) 523-8017,wendy95@example.org,50716 Harper Mission Apt. 981,Atlanta,GA,USA,Basic,20-12-2023,Active,12-10-2025
MEM000492,David,Harris,22-12-1992,M,(990) 803-5767,jcooper@example.com,2304 Erika Glen,Atlanta,GA,USA,Premium,02-01-2025,Active,12-10-2025
MEM000488,Samantha,Wright,27-05-1990,F,(483) 568-3200,robert86@example.com,957 Ricardo Island Suite 927,Denver,CO,USA,Premium,15-01-2024,Active,12-10-2025
MEM000489,Shawn,Mckee,27-12-1993,F,(379) 861-2343,rosalescatherine@example.net,63079 Lara Mountains,Denver,CO,USA,Basic,08-06-2023,Active,12-10-2025
MEM000494,Scott,Smith,19-02-1992,F,(349) 953-8921,kevin76@example.org,61186 Krause Coves Apt. 359,Denver,CO,USA,Basic,09-12-2024,Inactive,12-10-2025
MEM000490,Zachary,Reeves,04-01-1970,F,(944) 277-1305,michael92@example.org,474 Nguyen Flat,Miami,FL,USA,Basic,13-01-2023,Active,12-10-2025
MEM000491,Phillip,Garner,23-01-1961,M,(237) 764-5269,jeffreywalker@example.net,12710 Becker Fords Apt. 376,Miami,FL,USA,Premium,01-10-2025,Active,12-10-2025
MEM000493,Christopher,Martin,29-05-1997,M,(444) 828-3717,james95@example.org,87324 Bryan Expressway Suite 975,Miami,FL,USA,Basic,19-11-2023,Active,12-10-2025
MEM000227,Jennifer,Moreno,05-03-1986,F,(743) 431-4814,zholt@example.net,1638 Contreras Motorway,Boston,MA,USA,Premium,25-12-2024,Active,12-10-2025
MEM000230,Robin,Wood,04-01-1992,F,(379) 627-3880,thomasbeth@example.com,5640 Beck Harbors,Boston,MA,USA,Premium,28-12-2024,Inactive,12-10-2025
MEM000235,Derrick,Leon,13-07-1992,O,(688) 531-5064,hbarnes@example.org,61730 Miller Tunnel Apt. 410,Boston,MA,USA,Premium,29-12-2023,Active,12-10-2025
MEM000248,Richard,Watkins,23-04-1991,F,(358) 482-4088,nathanielbrock@example.net,9933 Morrison Port,Boston,MA,USA,Basic,13-04-2023,Active,12-10-2025
MEM000249,Thomas,Hansen,01-09-1966,F,(216) 446-4376,sean22@example.com,2103 Patricia Dale,Boston,MA,USA,Premium,18-02-2025,Active,12-10-2025
MEM000262,Steven,Black,20-09-1974,F,(426) 959-3390,jessicamills@example.com,448 James Field Apt. 835,Boston,MA,USA,Basic,26-08-2025,Active,12-10-2025
MEM000265,Sharon,Pope,14-12-2004,F,(700) 388-9882,vjohnson@example.net,347 Hurley Vista,Boston,MA,USA,Basic,01-12-2022,Active,12-10-2025
MEM000268,Perry,Powell,16-04-2007,F,(481) 748-5697,lsmith@example.net,3344 Erika Meadow,Boston,MA,USA,Student,15-08-2024,Active,12-10-2025
MEM000271,John,Lewis,29-11-1987,F,(282) 869-1519,uhenderson@example.com,143 Tamara Drive,Boston,MA,USA,Family,15-06-2023,Active,12-10-2025
MEM000276,Brian,Lucas,20-05-1998,F,(539) 593-3292,heather57@example.com,438 Arnold Greens,Boston,MA,USA,Family,19-04-2024,Active,12-10-2025
MEM000280,Richard,Stewart,16-07-1994,M,(569) 309-2499,ktorres@example.org,2668 Richmond Union,Boston,MA,USA,Premium,29-09-2024,Active,12-10-2025
MEM000292,Courtney,Moss,05-08-1993,F,(908) 628-9907,imartin@example.net,239 Elizabeth Throughway,Boston,MA,USA,Premium,03-01-2025,Active,12-10-2025
MEM000296,Erica,Palmer,22-08-1996,F,(553) 225-8909,lestershelly@example.net,309 Scott Terrace,Boston,MA,USA,Premium,13-05-2023,Active,12-10-2025
MEM000310,Kayla,Harding,06-12-1990,F,(707) 762-9369,meganterry@example.com,45163 Robert Corner,Boston,MA,USA,Premium,08-12-2023,Active,12-10-2025
MEM000315,Donna,Mcdowell,23-02-1984,M,(786) 473-9428,lowelauren@example.org,7676 Nunez Pike,Boston,MA,USA,Basic,18-06-2025,Inactive,12-10-2025
MEM000321,Shannon,Miller,31-05-1998,F,(898) 980-1793,kellygeorge@example.org,81243 Medina Plain Suite 405,Boston,MA,USA,Basic,05-07-2025,Inactive,12-10-2025
MEM000322,Lauren,Taylor,28-10-1983,F,(361) 651-8479,ssmith@example.org,520 Brian Terrace,Boston,MA,USA,Family,28-08-2024,Active,12-10-2025
MEM000325,Angela,Dillon,23-03-1988,M,(431) 731-8291,gdavila@example.org,66455 Vincent Streets Apt. 778,Boston,MA,USA,Basic,29-09-2023,Active,12-10-2025
MEM000332,Lauren,Moon,10-02-1996,M,(445) 706-7322,phernandez@example.com,51501 Patrick Burgs Apt. 946,Boston,MA,USA,Premium,18-09-2023,Active,12-10-2025
MEM000339,Douglas,Gonzales,01-07-2007,M,(212) 924-3248,patricia35@example.com,2444 Paul Forges Apt. 993,Boston,MA,USA,Basic,15-12-2023,Active,12-10-2025
MEM000341,Austin,Obrien,30-04-1987,M,(639) 478-9582,samantha25@example.net,7600 David Lake Apt. 817,Boston,MA,USA,Basic,28-05-2023,Inactive,12-10-2025
MEM000344,Brandon,Roberts,17-02-2003,F,(592) 353-3932,burnsstephen@example.net,646 Ross Mills Apt. 366,Boston,MA,USA,Basic,23-03-2023,Active,12-10-2025
MEM000347,Angela,Martinez,05-11-1970,M,(288) 766-8483,perkinsjamie@example.net,91693 Hurst Radial Suite 152,Boston,MA,USA,Family,04-04-2024,Active,12-10-2025
MEM000349,Sarah,Raymond,09-02-1986,M,(438) 754-6675,burnsthomas@example.org,44957 Matthew Stream Suite 353,Boston,MA,USA,Basic,28-05-2025,Active,12-10-2025
MEM000358,Daniel,Stewart,30-01-2001,F,(455) 296-8570,amanda99@example.com,137 Emily Common Suite 606,Boston,MA,USA,Student,14-10-2024,Active,12-10-2025
MEM000359,Jesse,Harris,15-12-2003,M,(402) 610-7098,rosalestimothy@example.net,18671 Andrew Springs Apt. 628,Boston,MA,USA,Student,24-07-2023,Active,12-10-2025
MEM000366,Karen,Anderson,22-12-1997,F,(230) 997-5602,ereynolds@example.net,017 Sean Radial Suite 177,Boston,MA,USA,Basic,22-11-2022,Active,12-10-2025
MEM000379,Martha,Webb,15-06-1997,M,(310) 937-1020,michaelharrison@example.org,510 Amy Ville Suite 360,Boston,MA,USA,Basic,11-05-2023,Active,12-10-2025
MEM000381,Stacy,Barrera,09-05-1967,F,(430) 366-8393,elizabethgray@example.org,505 John Pass,Boston,MA,USA,Premium,13-03-2025,Active,12-10-2025
MEM000382,Steven,Gonzalez,23-06-1996,M,(374) 584-3636,meghankent@example.net,11854 Ruth Heights Suite 552,Boston,MA,USA,Basic,03-04-2025,Inactive,12-10-2025
MEM000389,Jacob,Mitchell,23-05-1991,M,(970) 913-2584,bobbyallen@example.org,70897 Samantha Branch,Boston,MA,USA,Basic,05-08-2024,Active,12-10-2025
MEM000391,Justin,Espinoza,26-09-1986,M,(506) 280-7468,daykatie@example.org,0004 Mary Lights Suite 155,Boston,MA,USA,Family,26-03-2025,Active,12-10-2025
MEM000397,Lisa,Bowen,30-01-1970,F,(785) 823-8750,robinmays@example.org,1621 Eaton Square,Boston,MA,USA,Family,27-02-2024,Active,12-10-2025
MEM000417,Rachel,King,15-12-1991,F,(674) 320-8709,taylormary@example.com,879 Gillespie Spurs,Boston,MA,USA,Family,28-07-2023,Active,12-10-2025
MEM000420,Zachary,Jones,04-01-1962,M,(381) 520-1950,harristodd@example.org,979 Aguilar Ports,Boston,MA,USA,Basic,19-08-2023,Active,12-10-2025
MEM000424,Melissa,Orozco,18-01-1983,M,(802) 513-3736,jonathanwatson@example.net,23292 White Courts Suite 924,Boston,MA,USA,Basic,21-07-2025,Active,12-10-2025
MEM000428,Bridget,Francis,18-10-1984,M,(310) 869-1323,christianwilliams@example.org,754 Rowe Forge Suite 126,Boston,MA,USA,Premium,18-12-2024,Active,12-10-2025
MEM000433,Donald,Sanders,27-02-2006,F,(885) 705-3443,fieldsjack@example.com,6835 Rodriguez Tunnel Suite 202,Boston,MA,USA,Basic,16-05-2023,Inactive,12-10-2025
MEM000435,Jeremy,Perkins,11-11-2003,M,(893) 520-7979,scott83@example.net,2450 Thomas Ferry,Boston,MA,USA,Student,09-09-2023,Active,12-10-2025
MEM000438,Maria,Carrillo,08-07-1948,F,(631) 864-3732,lindsay40@example.net,816 Roman Forest Suite 462,Boston,MA,USA,Senior,30-01-2025,Active,12-10-2025
MEM000443,Virginia,Thomas,08-06-1998,M,(771) 827-1894,aaron15@example.net,15652 Allison Place,Boston,MA,USA,Premium,15-07-2024,Active,12-10-2025
MEM000446,Andrew,Flores,18-11-1960,M,(321) 709-1291,tgarcia@example.net,22632 Collier Mountain Apt. 582,Boston,MA,USA,Premium,22-11-2024,Inactive,12-10-2025
MEM000450,Scott,Mann,11-06-1999,M,(734) 582-2741,morrisadam@example.net,3115 Chavez Wells Suite 186,Boston,MA,USA,Family,02-01-2023,Inactive,12-10-2025
MEM000460,Victoria,Austin,19-02-1971,M,(590) 348-1869,bkeller@example.com,748 Jessica Green Apt. 364,Boston,MA,USA,Premium,12-10-2023,Active,12-10-2025
MEM000471,Sara,Harrell,18-01-1993,F,(686) 774-1144,lnoble@example.com,4808 Larry Ferry,Boston,MA,USA,Basic,13-04-2023,Inactive,12-10-2025
MEM000476,Roberta,Warren,26-05-1962,M,(273) 964-3519,steven50@example.com,433 Baker Junctions Apt. 077,Boston,MA,USA,Family,20-05-2023,Active,12-10-2025
MEM000478,Tammy,Gentry,15-04-1968,M,(523) 217-7381,cassandra95@example.org,29193 William Canyon Suite 827,Boston,MA,USA,Premium,26-02-2023,Active,12-10-2025
MEM000500,Jeffrey,Arnold,13-05-2001,M,(435) 624-6410,qcurry@example.net,8842 James Mill Apt. 322,Boston,MA,USA,Student,08-12-2023,Active,12-10-2025
MEM000073,Jeremy,Sullivan,21-06-2001,F,(907) 687-9041,amoore@example.net,783 King Mountains Apt. 189,Chicago,IL,USA,Basic,21-01-2024,Active,12-10-2025
MEM000079,Jessica,Hernandez,22-12-1981,F,(212) 787-5658,johnsonjennifer@example.com,0351 Cheyenne Extension,Chicago,IL,USA,Basic,08-06-2023,Inactive,12-10-2025
MEM000080,Kyle,White,25-03-1993,F,(689) 316-2070,gregory29@example.net,507 Gabriella Shores,Chicago,IL,USA,Basic,25-03-2023,Active,12-10-2025
MEM000082,Mark,Hoffman,14-10-1988,F,(994) 735-7232,smithmark@example.com,917 Alan Groves,Chicago,IL,USA,Premium,08-12-2023,Active,12-10-2025
MEM000084,Danielle,Barnes,16-01-1995,F,(360) 202-7693,wilsonkimberly@example.org,9407 Bradford Station Apt. 224,Chicago,IL,USA,Basic,13-02-2024,Active,12-10-2025
MEM000087,Marc,Stewart,17-04-2005,F,(495) 649-3037,campbellphillip@example.org,29987 Susan Row Suite 786,Chicago,IL,USA,Basic,23-10-2022,Active,12-10-2025
MEM000088,Cody,Jennings,19-12-1978,F,(282) 812-1653,joshuareyes@example.com,374 Casey Pine,Chicago,IL,USA,Family,01-08-2024,Active,12-10-2025
MEM000090,Pam,Everett,21-04-2001,F,(484) 385-8141,patrick65@example.net,458 Myers Flat Suite 998,Chicago,IL,USA,Basic,26-11-2024,Active,12-10-2025
MEM000091,Rebecca,Parker,21-07-1991,M,(364) 537-7744,justintorres@example.org,64062 Clark Flats Apt. 730,Chicago,IL,USA,Premium,26-05-2023,Active,12-10-2025
MEM000093,Michael,Brooks,11-11-1954,O,(873) 755-8569,jamesmcgee@example.org,602 Morris Flat Apt. 785,Chicago,IL,USA,Senior,29-04-2025,Active,12-10-2025
MEM000105,Eric,Morse,21-06-2003,F,(432) 964-2480,vestrada@example.org,036 Jackson Union,Chicago,IL,USA,Student,16-03-2025,Active,12-10-2025
MEM000108,Joshua,Richard,25-05-2002,M,(797) 346-4804,bwhite@example.net,6123 David Common Apt. 333,Chicago,IL,USA,Basic,30-10-2022,Active,12-10-2025
MEM000110,Anthony,Smith,27-08-1997,F,(634) 906-5097,mark73@example.org,4908 Mendoza Drive,Chicago,IL,USA,Basic,28-12-2022,Active,12-10-2025
MEM000116,Suzanne,Newman,12-02-2006,F,(479) 368-5210,jeanscott@example.net,027 Cheyenne Gateway,Chicago,IL,USA,Student,02-10-2025,Inactive,12-10-2025
MEM000117,Justin,Bailey,09-06-1986,F,(344) 972-4696,michael50@example.net,7217 Linda Pike Apt. 985,Chicago,IL,USA,Basic,11-08-2024,Active,12-10-2025
MEM000121,Erica,Vaughn,07-11-1972,M,(750) 338-7367,johnwhite@example.com,1599 Obrien Row,Chicago,IL,USA,Basic,24-07-2025,Active,12-10-2025
MEM000122,Christina,Ellis,13-02-1988,M,(960) 944-3531,bethany89@example.com,2647 Glass Lights,Chicago,IL,USA,Premium,04-07-2025,Inactive,12-10-2025
MEM000123,Robert,Reyes,01-04-1966,M,(906) 579-4559,pmitchell@example.com,34306 Zachary Parkway Apt. 482,Chicago,IL,USA,Premium,03-10-2023,Inactive,12-10-2025
MEM000129,Nicholas,Morris,07-04-1993,F,(738) 316-2041,smoody@example.org,51423 Jose Track,Chicago,IL,USA,Basic,23-02-2023,Active,12-10-2025
MEM000131,Robin,Brown,27-01-1986,F,(636) 902-2768,martinsamantha@example.com,31685 Juarez Mills,Chicago,IL,USA,Basic,04-05-2023,Inactive,12-10-2025
MEM000190,Richard,Guzman,05-03-2001,F,(320) 468-5264,troy30@example.org,6710 Townsend Station,Chicago,IL,USA,Student,26-07-2024,Active,12-10-2025
MEM000191,Lauren,Stephens,23-05-1945,F,(325) 338-2213,deandillon@example.net,0264 Richard Divide,Chicago,IL,USA,Senior,12-12-2023,Inactive,12-10-2025
MEM000209,Samantha,Snyder,09-02-1999,M,(470) 944-6992,harrispatrick@example.net,962 Watts Estate,Chicago,IL,USA,Basic,13-06-2025,Active,12-10-2025
MEM000211,Jessica,Sullivan,17-05-1987,F,(321) 331-2584,jacob37@example.net,14189 Taylor Trail Apt. 036,Chicago,IL,USA,Basic,24-03-2024,Inactive,12-10-2025
MEM000212,Robert,Reed,16-01-1989,F,(403) 816-9341,xfernandez@example.com,843 Hernandez Estate Apt. 390,Chicago,IL,USA,Basic,21-12-2024,Inactive,12-10-2025
MEM000219,Holly,Best,08-01-1969,M,(355) 622-4340,qhensley@example.org,07686 Derek Shoal,Chicago,IL,USA,Basic,20-06-2024,Active,12-10-2025
MEM000223,Megan,Davis,20-08-1991,O,(989) 495-4396,hcruz@example.net,74659 Johnson Branch Apt. 843,Chicago,IL,USA,Basic,06-05-2023,Inactive,12-10-2025
MEM000224,Matthew,Powell,12-07-1994,F,(494) 324-9899,michaelwaller@example.com,500 Whitney Creek,Chicago,IL,USA,Premium,22-07-2023,Inactive,12-10-2025
MEM000228,Jesus,Graham,14-06-1991,F,(205) 763-3587,maria82@example.com,052 Osborne Bridge Suite 254,Chicago,IL,USA,Premium,12-10-2023,Active,12-10-2025
MEM000232,Justin,Fields,02-01-1987,F,(856) 756-9590,amandamiller@example.net,1671 Stewart Island,Chicago,IL,USA,Family,02-05-2024,Active,12-10-2025
MEM000234,Maria,Lynn,14-09-2004,F,(397) 379-7643,thomashood@example.net,3850 Rodgers Corner Apt. 390,Chicago,IL,USA,Student,18-07-2023,Active,12-10-2025
MEM000238,Deborah,Price,25-01-1978,M,(336) 689-3509,hopkinsjeffrey@example.net,9349 Allen Junctions,Chicago,IL,USA,Family,21-01-2023,Active,12-10-2025
MEM000259,Julia,Gallegos,25-02-1968,M,(394) 959-2922,edwardbradley@example.org,3802 Sanders Fords Apt. 224,Chicago,IL,USA,Basic,07-03-2025,Inactive,12-10-2025
MEM000260,Michael,Garcia,22-04-1983,M,(529) 994-5637,rsmith@example.com,69970 Roger Hollow Apt. 839,Chicago,IL,USA,Premium,24-01-2023,Active,12-10-2025
MEM000261,Brandon,Whitehead,20-02-1996,F,(709) 677-2615,shellyhall@example.org,721 Garcia Knolls Suite 134,Chicago,IL,USA,Basic,19-12-2024,Active,12-10-2025
MEM000263,Joshua,Henry,09-06-1988,M,(400) 537-4768,james30@example.net,446 Isaiah Square,Chicago,IL,USA,Premium,19-01-2024,Active,12-10-2025
MEM000264,Christina,Medina,19-11-1973,F,(463) 981-9005,joshuanguyen@example.net,0321 Anna Run,Chicago,IL,USA,Premium,24-07-2025,Active,12-10-2025
MEM000267,Joanna,Henderson,04-11-2003,F,(261) 832-8916,paula13@example.com,988 Wendy Hills,Chicago,IL,USA,Student,03-02-2023,Active,12-10-2025
MEM000270,Theresa,Lopez,09-12-2000,M,(606) 280-7112,carterjennifer@example.net,903 Rebecca Vista Suite 107,Chicago,IL,USA,Student,19-07-2025,Active,12-10-2025
MEM000272,Jennifer,Gonzalez,06-11-1994,M,(375) 284-9189,javier28@example.com,7309 Jeffrey Avenue,Chicago,IL,USA,Premium,10-06-2024,Active,12-10-2025
MEM000281,Julie,Davis,31-08-1994,M,(641) 659-9395,stonelydia@example.org,69774 Charlotte Lodge Apt. 664,Chicago,IL,USA,Premium,13-07-2025,Active,12-10-2025
MEM000284,Lori,Fisher,27-10-1999,M,(371) 645-5521,kevinstone@example.net,368 Orr Curve,Chicago,IL,USA,Student,28-07-2025,Active,12-10-2025
MEM000285,William,Lee,23-01-1990,M,(840) 707-4203,simoncynthia@example.org,2741 Vanessa Terrace,Chicago,IL,USA,Basic,01-03-2025,Active,12-10-2025
MEM000287,Marcus,Hubbard,11-10-1964,M,(528) 817-4290,barbaramack@example.com,65511 Amanda Island Apt. 398,Chicago,IL,USA,Family,03-02-2024,Inactive,12-10-2025
MEM000290,Caitlin,Morton,23-12-1999,M,(498) 909-2133,deborahavila@example.com,64763 Debra Street,Chicago,IL,USA,Basic,10-04-2023,Inactive,12-10-2025
MEM000291,Shawn,Alvarez,12-08-2002,M,(633) 586-2211,georgemosley@example.com,37626 Tommy Shore,Chicago,IL,USA,Student,29-11-2024,Active,12-10-2025
MEM000480,Dawn,Erickson,13-09-2003,M,(983) 648-7249,kevin00@example.com,809 Carroll Row Apt. 411,Chicago,IL,USA,Basic,29-07-2025,Active,12-10-2025
MEM000498,Karen,Hicks,18-09-1992,F,(561) 553-8976,nguyenandrea@example.org,70764 Michael Ports Apt. 954,Chicago,IL,USA,Basic,21-07-2023,Inactive,12-10-2025
MEM000419,Jeff,Mayer,05-10-1997,O,(550) 619-8496,kathrynbest@example.net,49132 Marcus Ford,Atlanta,GA,USA,Family,12-08-2023,Active,12-10-2025
MEM000421,Nicholas,Smith,15-10-1996,F,(701) 981-2442,julie18@example.net,9966 Perry Meadows Suite 664,Atlanta,GA,USA,Premium,18-09-2024,Active,12-10-2025
MEM000422,Roberto,Steele,07-12-1989,F,(204) 238-9745,joshua34@example.org,0630 Anna Ridges,Atlanta,GA,USA,Premium,05-12-2024,Active,12-10-2025
MEM000423,Rebecca,Smith,18-09-1952,F,(218) 892-1067,tonyshaffer@example.net,44984 Catherine Mill Apt. 519,Atlanta,GA,USA,Basic,12-10-2023,Active,12-10-2025
MEM000426,Krystal,Mason,28-03-1996,F,(613) 219-4742,ddonovan@example.net,940 Harry Manor Apt. 400,Atlanta,GA,USA,Basic,24-03-2024,Inactive,12-10-2025
MEM000466,Brandi,Ford,27-01-1977,M,(659) 381-2220,evaldez@example.net,9666 Griffith Skyway,Atlanta,GA,USA,Basic,29-04-2025,Active,12-10-2025
MEM000469,Yolanda,Wells,07-07-1993,F,(525) 738-4603,coleshannon@example.net,4855 Christine Rapid,Atlanta,GA,USA,Premium,10-10-2025,Active,12-10-2025
MEM000470,Julie,Moore,10-05-2003,F,(294) 557-4624,wolfpaul@example.org,37601 Hicks Inlet,Atlanta,GA,USA,Student,15-10-2023,Active,12-10-2025
MEM000475,William,Hall,18-09-2003,F,(901) 634-2702,lauren28@example.org,540 Joseph Point,Atlanta,GA,USA,Student,15-06-2025,Active,12-10-2025
MEM000038,Robert,Rhodes,20-12-1972,M,(621) 885-5065,kcarney@example.net,6937 Stephanie Views,Denver,CO,USA,Basic,05-10-2025,Active,12-10-2025
MEM000039,Bethany,Rios,26-12-1981,F,(427) 404-8541,ricky37@example.net,4817 Sarah Village Suite 234,Denver,CO,USA,Basic,19-09-2025,Active,12-10-2025
MEM000041,Lisa,Wright,18-12-1998,F,(539) 228-2889,silvayolanda@example.net,3530 Collins Parks,Denver,CO,USA,Premium,01-07-2024,Active,12-10-2025
MEM000048,Janice,Walker,11-04-1992,F,(953) 373-2389,alexandermichael@example.org,843 Brent Courts,Denver,CO,USA,Basic,24-06-2024,Active,12-10-2025
MEM000168,Edward,Diaz,31-08-1983,M,(404) 819-3267,evelynwilliams@example.org,455 Thomas Lane,Denver,CO,USA,Premium,12-11-2024,Active,12-10-2025
MEM000171,Tammy,Reyes,11-01-2006,O,(583) 429-1461,rodgerssean@example.net,577 James Spur Apt. 278,Denver,CO,USA,Student,07-11-2023,Active,12-10-2025
MEM000175,Craig,Butler,23-09-1966,F,(788) 447-3352,jeffjones@example.com,63914 Bradley Light,Denver,CO,USA,Premium,11-05-2023,Active,12-10-2025
MEM000176,Billy,Mayo,14-12-2001,M,(884) 287-9576,hunternicole@example.com,3104 Cannon Stream Suite 685,Denver,CO,USA,Student,27-03-2025,Active,12-10-2025
